assets,profitable_assets,median_return_pct,median_cagr_pct,median_mdd_pct,median_profit_factor,median_sharpe,total_trades,total_liquidations,family,timeframe,leverage,params,robust_ok,total_return_pct,cagr_pct,mdd_pct,profit_factor,sharpe,win_rate_pct,trades,liquidations,final_equity_krw,symbol
10,9,3014.232149157423,61.42868996515047,-90.24308811387328,1.1034185630187408,0.9826183278301903,1454,0,supertrend,4h,1.6,"{""mult"": 3.5, ""period"": 7}",False,9297.56961797294,89.10537708088364,-92.19771739608429,1.1160109921859376,1.0650046271573415,40.869565217391305,115,0,939756961.7972941,DOGEUSDT
10,9,3014.232149157423,61.42868996515047,-90.24308811387328,1.1034185630187408,0.9826183278301903,1454,0,supertrend,4h,1.6,"{""mult"": 3.5, ""period"": 7}",False,4296.308510913574,64.55097523708693,-85.41444387439721,1.090826133851544,0.9924943950646654,37.857142857142854,140,0,439630851.09135735,LINKUSDT
10,9,3014.232149157423,61.42868996515047,-90.24308811387328,1.1034185630187408,0.9826183278301903,1454,0,supertrend,4h,1.6,"{""mult"": 3.5, ""period"": 7}",False,-87.02690634476696,-20.944939001071194,-95.76029353356921,0.8164779149666662,0.23292476899952594,35.44303797468354,158,0,1297309.3655233039,LTCUSDT
10,9,3014.232149157423,61.42868996515047,-90.24308811387328,1.1034185630187408,0.9826183278301903,1454,0,supertrend,4h,1.6,"{""mult"": 3.5, ""period"": 7}",False,9304.961928866427,112.50413493273146,-87.73444208835576,1.1676436022867263,1.2190595833431486,38.59649122807017,114,0,940496192.8866427,SOLUSDT
10,9,3014.232149157423,61.42868996515047,-90.24308811387328,1.1034185630187408,0.9826183278301903,1454,0,supertrend,4h,1.6,"{""mult"": 3.5, ""period"": 7}",False,1412.2648670585643,58.306404693214,-93.71688237039415,1.0449273172460265,0.9727422605957151,33.94495412844037,109,0,151226486.7058564,AVAXUSDT
10,9,2314.3649705375433,54.07477693048878,-93.18962254209943,1.0764503788835846,0.9649156958007549,1454,0,supertrend,4h,1.8,"{""mult"": 3.5, ""period"": 7}",False,33819.50389512218,90.88773946506524,-67.32715737637602,1.2541908333317846,1.264818650588932,37.77777777777778,180,0,3391950389.512218,BTCUSDT
10,9,2314.3649705375433,54.07477693048878,-93.18962254209943,1.0764503788835846,0.9649156958007549,1454,0,supertrend,4h,1.8,"{""mult"": 3.5, ""period"": 7}",False,498.60284867099426,21.963849167579387,-98.29396206463574,1.1212920792525627,0.8642786355830109,36.206896551724135,174,0,59860284.86709943,ETHUSDT
10,9,2314.3649705375433,54.07477693048878,-93.18962254209943,1.0764503788835846,0.9649156958007549,1454,0,supertrend,4h,1.8,"{""mult"": 3.5, ""period"": 7}",False,37969.18083618653,96.58412498988669,-87.80684109584239,1.2120546189646813,1.1640083285627902,43.373493975903614,166,0,3806918083.618654,BNBUSDT
10,9,2314.3649705375433,54.07477693048878,-93.18962254209943,1.0764503788835846,0.9649156958007549,1454,0,supertrend,4h,1.8,"{""mult"": 3.5, ""period"": 7}",False,15.416764642502766,1.742477356132266,-96.50967300668391,1.007140957586716,0.5579882890297148,30.82191780821918,146,0,11541676.464250278,XRPUSDT
10,9,2314.3649705375433,54.07477693048878,-93.18962254209943,1.0764503788835846,0.9649156958007549,1454,0,supertrend,4h,1.8,"{""mult"": 3.5, ""period"": 7}",False,420.73391238958885,21.857834400607047,-91.8435860184621,1.059679248289604,0.7339915874710843,34.868421052631575,152,0,52073391.23895889,ADAUSDT
10,9,2314.3649705375433,54.07477693048878,-93.18962254209943,1.0764503788835846,0.9649156958007549,1454,0,supertrend,4h,1.8,"{""mult"": 3.5, ""period"": 7}",False,8728.638233089083,87.45636875478537,-94.53565906573675,1.0872374724231948,1.0735011769863412,40.869565217391305,115,0,882863823.3089083,DOGEUSDT
10,9,2314.3649705375433,54.07477693048878,-93.18962254209943,1.0764503788835846,0.9649156958007549,1454,0,supertrend,4h,1.8,"{""mult"": 3.5, ""period"": 7}",False,3781.0027798800597,61.87238821576941,-89.73438712344579,1.0656632853439745,0.9974659390088266,37.857142857142854,140,0,388100277.988006,LINKUSDT
10,9,2314.3649705375433,54.07477693048878,-93.18962254209943,1.0764503788835846,0.9649156958007549,1454,0,supertrend,4h,1.8,"{""mult"": 3.5, ""period"": 7}",False,-93.64039047045293,-27.171792510577774,-97.45456789526214,0.7507163178578736,0.23330643484895472,35.44303797468354,158,0,635960.9529547076,LTCUSDT
10,9,2314.3649705375433,54.07477693048878,-93.18962254209943,1.0764503788835846,0.9649156958007549,1454,0,supertrend,4h,1.8,"{""mult"": 3.5, ""period"": 7}",False,8142.6312909007465,107.904143328259,-90.8224804723651,1.1326834005491941,1.2103325900082462,38.59649122807017,114,0,824263129.0900747,SOLUSDT
10,9,2314.3649705375433,54.07477693048878,-93.18962254209943,1.0764503788835846,0.9649156958007549,1454,0,supertrend,4h,1.8,"{""mult"": 3.5, ""period"": 7}",False,847.7271611950266,46.27716564520814,-95.72445700274183,1.0287714567680073,0.9323654525926831,33.94495412844037,109,0,94772716.11950266,AVAXUSDT
10,7,1714.478798807775,44.974078051821266,-95.33690416620676,1.040937509452768,0.9479534298741141,1263,1,supertrend,4h,2.0,"{""mult"": 3.5, ""period"": 7}",False,46163.622222345504,97.57605741253468,-71.40011396455917,1.2238621972936963,1.263046550919548,37.77777777777778,180,0,4626362222.23455,BTCUSDT
10,7,1714.478798807775,44.974078051821266,-95.33690416620676,1.040937509452768,0.9479534298741141,1263,1,supertrend,4h,2.0,"{""mult"": 3.5, ""period"": 7}",False,-100.0,-100.0,-100.0,0.0,-0.35913622281652524,0.0,1,0,0.0,ETHUSDT
