assets,profitable_assets,median_return_pct,median_cagr_pct,median_mdd_pct,median_profit_factor,median_sharpe,total_trades,entry_n,exit_n,ema_n,strong_threshold,base_exposure,strong_exposure,part,train_rank,train_cagr_pct,train_mdd_pct,mdd35_ok,total_return_pct,cagr_pct,mdd_pct,profit_factor,sharpe,win_rate_pct,trades,liquidations,final_equity_krw,symbol
10,8,25.023557172848665,9.504178130875873,-23.664496383182573,1.6646092831897445,0.6207039372132941,336,160,40,400,1.1,0.35,0.75,oos,3,27.66207698301252,-41.03360469681658,True,88.29377948824617,34.45101955105652,-30.46313529802862,1.98191236810416,1.133316727565279,40.74074074074074,27,0,18829377.948824618,DOGEUSDT
10,8,25.023557172848665,9.504178130875873,-23.664496383182573,1.6646092831897445,0.6207039372132941,336,160,40,400,1.1,0.35,0.75,oos,3,27.66207698301252,-41.03360469681658,True,26.228566790397267,10.771947370462698,-23.34553746464978,1.532048275383177,0.5255544199919794,25.0,32,0,12622856.679039726,LINKUSDT
10,8,25.023557172848665,9.504178130875873,-23.664496383182573,1.6646092831897445,0.6207039372132941,336,160,40,400,1.1,0.35,0.75,oos,3,27.66207698301252,-41.03360469681658,True,-21.319174384836938,-8.800705429038935,-48.47643532893772,0.7255138483661552,-0.2434065398433739,33.33333333333333,36,0,7868082.561516306,LTCUSDT
10,8,25.023557172848665,9.504178130875873,-23.664496383182573,1.6646092831897445,0.6207039372132941,336,160,40,400,1.1,0.35,0.75,oos,3,27.66207698301252,-41.03360469681658,True,9.50008320976532,5.1486273624794965,-20.627639148052033,1.4000861581715385,0.3705997790885461,40.909090909090914,22,0,10950008.320976533,SOLUSDT
10,8,25.023557172848665,9.504178130875873,-23.664496383182573,1.6646092831897445,0.6207039372132941,336,160,40,400,1.1,0.35,0.75,oos,3,27.66207698301252,-41.03360469681658,True,0.5250644280964778,0.2957645616836979,-19.063731659104565,1.0243499620078638,0.09309040597299553,40.0,15,0,10052506.442809649,AVAXUSDT
10,8,32.05638492520243,10.914479637263419,-22.314001189454018,1.8042346876317232,0.7319972520702891,384,160,30,300,1.1,0.5,0.75,oos,4,27.02332859664174,-43.49000317302348,True,49.20786574578637,15.979931194890739,-19.07970781402121,2.370255229694503,1.2287904705145323,40.74074074074074,54,0,14920786.574578637,BTCUSDT
10,8,32.05638492520243,10.914479637263419,-22.314001189454018,1.8042346876317232,0.7319972520702891,384,160,30,300,1.1,0.5,0.75,oos,4,27.02332859664174,-43.49000317302348,True,80.64545002987825,24.492758895907563,-15.975272941157515,2.270969653900726,1.359301660823006,47.72727272727273,44,0,18064545.002987824,ETHUSDT
10,8,32.05638492520243,10.914479637263419,-22.314001189454018,1.8042346876317232,0.7319972520702891,384,160,30,300,1.1,0.5,0.75,oos,4,27.02332859664174,-43.49000317302348,True,14.904904104618488,5.418222247528859,-22.32429782567056,1.2260334628100134,0.40836497910306646,36.84210526315789,57,0,11490490.410461849,BNBUSDT
10,8,32.05638492520243,10.914479637263419,-22.314001189454018,1.8042346876317232,0.7319972520702891,384,160,30,300,1.1,0.5,0.75,oos,4,27.02332859664174,-43.49000317302348,True,188.37954996506306,53.089029391005084,-22.70883393378028,3.0728271359162753,1.6240622134028344,36.36363636363637,33,0,28837954.996506307,XRPUSDT
10,8,32.05638492520243,10.914479637263419,-22.314001189454018,1.8042346876317232,0.7319972520702891,384,160,30,300,1.1,0.5,0.75,oos,4,27.02332859664174,-43.49000317302348,True,81.78694995484739,26.991775618300817,-22.30370455323748,2.5984573314471984,1.0556295250375118,37.03703703703704,27,0,18178694.99548474,ADAUSDT
10,8,32.05638492520243,10.914479637263419,-22.314001189454018,1.8042346876317232,0.7319972520702891,384,160,30,300,1.1,0.5,0.75,oos,4,27.02332859664174,-43.49000317302348,True,102.29685693517703,39.0391412466675,-22.909464454138195,2.484087904056294,1.2775466871033145,43.333333333333336,30,0,20229685.693517704,DOGEUSDT
10,8,32.05638492520243,10.914479637263419,-22.314001189454018,1.8042346876317232,0.7319972520702891,384,160,30,300,1.1,0.5,0.75,oos,4,27.02332859664174,-43.49000317302348,True,0.7723519957024028,0.3384956047318921,-25.028920328556236,1.0112598917286566,0.1393347339985281,22.727272727272727,44,0,10077235.19957024,LINKUSDT
10,8,32.05638492520243,10.914479637263419,-22.314001189454018,1.8042346876317232,0.7319972520702891,384,160,30,300,1.1,0.5,0.75,oos,4,27.02332859664174,-43.49000317302348,True,-27.2925283525268,-11.525754797564957,-48.51934190785568,0.6381600339476124,-0.394031624733646,21.73913043478261,46,0,7270747.16474732,LTCUSDT
