assets,profitable_assets,median_return_pct,median_cagr_pct,median_mdd_pct,median_profit_factor,median_sharpe,total_trades,total_liquidations,entry_n,exit_n,ema_n,leverage,part,eligible
10,10,1152.8910054703506,50.627593850938446,-62.23502359972531,1.5141588107147625,1.010149473006436,1637,0,200,60,400,1.0,train,True
10,10,1380.0097838808608,53.18520394220228,-62.329068263107146,1.4508092129988341,1.155778823389291,1874,0,160,40,300,1.0,train,True
10,10,894.7933290665221,59.70685534695649,-62.38480918331572,1.3873076479594006,1.1016126437295346,3085,0,160,40,100,1.0,train,True
10,10,2074.9657527242994,67.26641951862646,-62.49900178735198,1.3805100169165665,1.1244678913053956,3000,0,120,80,400,1.0,train,True
10,10,1225.268774307508,63.280011650037025,-62.81573679351122,1.2977999402750988,1.0554778378406526,4295,0,160,60,100,1.0,train,True
10,9,1158.0393153487732,54.92183978504707,-62.89166355974596,1.297437301767637,1.0946746530149394,3438,0,80,40,300,1.0,train,True
10,10,1278.1129688042897,55.826462746628955,-62.92908635229816,1.4156562563862316,1.069289643344,1959,0,200,60,200,1.0,train,True
10,9,315.77314615025495,29.870082396225673,-63.57290719491577,1.2445794311326692,0.7950975912199771,4225,0,80,30,100,0.8,train,True
10,10,1091.2983234716135,58.95543588252092,-63.68151306213018,1.3462619512946834,1.0271885280665989,3772,0,200,60,100,1.0,train,True
10,10,1692.316749980561,60.543501819427014,-63.903275770334645,1.4316258704578955,1.1839578572765475,2639,0,120,60,400,1.0,train,True
10,9,1203.2967951007201,50.138992670468454,-64.04573993732564,1.3391538016686844,1.1311331410074903,2501,0,120,40,300,1.0,train,True
10,9,684.4763168363486,41.929630797699275,-64.21966632259439,1.2940026031367584,0.972171498149127,2403,0,120,30,300,1.0,train,True
10,9,1677.6422619952943,64.58706453583567,-64.50884770094832,1.218191528459851,1.1163950409572845,6121,0,120,80,100,1.0,train,True
10,9,1949.9304779973713,65.7409890669789,-64.52802384900389,1.3930328154602223,1.1975514101860019,3360,0,120,80,300,1.0,train,True
10,9,663.7209103121313,39.62999432796535,-64.58702054294189,1.2766275321093554,0.9645555911528659,2352,0,120,30,200,1.0,train,True
10,9,995.9517718114109,53.43117779172303,-64.59476406623492,1.2640059946414595,1.0303445796144737,3891,0,80,40,200,1.0,train,True
10,10,1300.9539743831956,60.34501333639912,-64.6423145672041,1.2947530329241075,1.087162431350831,3866,0,80,60,300,1.0,train,True
10,9,1175.03243167411,55.19897041267747,-64.71962172382231,1.3106879959449067,1.0990306689696152,3163,0,80,40,400,1.0,train,True
10,9,1547.7261918248296,59.15883296676489,-64.79095467162388,1.2607722688235645,1.141258750012602,4009,0,120,80,200,1.0,train,True
10,10,1510.1197065910408,57.48087347884035,-64.9182987032872,1.4004422487213812,1.1626521594477253,2822,0,120,60,300,1.0,train,True
10,9,546.7773886949465,43.77001176607226,-65.3651222820142,1.2267238652015249,0.9634049681913921,2997,0,120,30,100,1.0,train,True
10,9,1194.6723102322067,51.31579753715462,-65.37295387977528,1.3185771020845265,1.135427388820553,2566,0,120,40,200,1.0,train,True
10,10,1589.958217499522,56.280382858157836,-66.16837130942532,1.3024972272124407,1.1634014668935848,3235,0,120,60,200,1.0,train,True
10,9,703.8437134565321,39.11304780367928,-66.3160027886169,1.2283844112956253,0.9133562135034556,6795,0,80,60,100,0.8,train,True
10,9,803.1958926715346,50.904599525052646,-67.31119240216755,1.232909616963901,1.0514606581683863,3776,0,120,40,100,1.0,train,True
10,10,1200.0210248024346,58.895903801934935,-67.91754711559912,1.3414957064057793,1.0577450997853577,3419,0,80,60,400,1.0,train,True
10,9,794.2149278933543,48.16931254154293,-68.14161578875998,1.2100250341949492,1.0043247583187984,5195,0,80,40,100,1.0,train,True
10,9,1313.2119394981148,56.676714539748545,-68.56156023742827,1.1994295433462878,1.1155250879290501,5162,0,120,60,100,1.0,train,True
10,9,442.2316413662777,40.50697856752367,-69.30342873952429,1.2364360704278994,0.8781049567730675,3577,0,80,30,200,1.0,train,True
10,10,1074.8482822373785,55.18603986177443,-69.56816329619852,1.245303662207502,1.0184491564922151,4721,0,80,60,200,1.0,train,True
10,9,396.2925078369906,32.60395495414147,-72.06459903078445,1.205044577568427,0.8070917888086382,4225,0,80,30,100,1.0,train,True
10,9,830.8120854027418,45.746134532045616,-74.48904338448955,1.194163721649912,0.9149205055165781,6795,0,80,60,100,1.0,train,True
