assets,profitable_assets,median_return_pct,median_cagr_pct,median_mdd_pct,median_profit_factor,median_sharpe,total_trades,total_liquidations,entry_n,exit_n,leverage,robust_train,total_return_pct,cagr_pct,mdd_pct,profit_factor,sharpe,win_rate_pct,trades,liquidations,final_equity_krw,symbol
10,9,1642.0052568509082,60.14559416549024,-69.71372331897439,1.3998942745201526,1.1050240748577576,1057,0,120,90,1.0,True,7023.555985290882,99.92672660393458,-62.28697767526552,1.471065512258703,1.2937974083394421,39.2,125,0,712355598.5290883,BNBUSDT
10,9,1642.0052568509082,60.14559416549024,-69.71372331897439,1.3998942745201526,1.1050240748577576,1057,0,120,90,1.0,True,100.92471976629147,12.753224657552643,-76.14738919734916,1.0723624758215997,0.5298784168152879,32.67326732673268,101,0,20092471.97662915,XRPUSDT
10,9,1642.0052568509082,60.14559416549024,-69.71372331897439,1.3998942745201526,1.1050240748577576,1057,0,120,90,1.0,True,1645.5545331253018,63.0953214383023,-66.15983751463857,1.5028471882022747,1.0353008515852549,42.608695652173914,115,0,174555453.31253016,ADAUSDT
10,9,1642.0052568509082,60.14559416549024,-69.71372331897439,1.3998942745201526,1.1050240748577576,1057,0,120,90,1.0,True,12934.050775070398,165.22599619322526,-73.26760912331022,1.5883610015967948,1.4248610321142994,37.9746835443038,79,0,1303405077.5070398,DOGEUSDT
10,9,1642.0052568509082,60.14559416549024,-69.71372331897439,1.3998942745201526,1.1050240748577576,1057,0,120,90,1.0,True,930.1553943278172,55.028750811143624,-75.39700565554836,1.1888450982866374,0.9443228379949732,38.18181818181819,110,0,103015539.43278173,LINKUSDT
10,9,1642.0052568509082,60.14559416549024,-69.71372331897439,1.3998942745201526,1.1050240748577576,1057,0,120,90,1.0,True,-69.80087999898525,-17.85736607810525,-84.77935271329956,0.7571137852568647,0.048707432421948436,37.5,120,0,3019912.000101474,LTCUSDT
10,9,1642.0052568509082,60.14559416549024,-69.71372331897439,1.3998942745201526,1.1050240748577576,1057,0,120,90,1.0,True,22164.172281897325,259.9740482700264,-57.39854552627811,1.949763407600512,1.8294382860288656,46.05263157894737,76,0,2226417228.1897326,SOLUSDT
10,9,1642.0052568509082,60.14559416549024,-69.71372331897439,1.3998942745201526,1.1050240748577576,1057,0,120,90,1.0,True,2198.4022841684164,113.24039527914623,-77.96717722051697,1.3287230367816023,1.2927892146609823,39.53488372093023,86,0,229840228.41684166,AVAXUSDT
10,9,1929.2269561139965,71.64128339810506,-70.43004626268834,1.4303317227788455,1.080528275841659,1009,0,120,100,1.0,True,1269.4142491819578,51.36531872589587,-57.55351174335288,1.7407563833608068,1.0871956180070637,35.96491228070175,114,0,136941424.91819578,BTCUSDT
10,9,1929.2269561139965,71.64128339810506,-70.43004626268834,1.4303317227788455,1.080528275841659,1009,0,120,100,1.0,True,1319.3092003781167,52.22579477566607,-71.01655599939153,1.2264308772212251,0.9885027339404775,42.5,120,0,141930920.03781167,ETHUSDT
10,9,1929.2269561139965,71.64128339810506,-70.43004626268834,1.4303317227788455,1.080528275841659,1009,0,120,100,1.0,True,7315.920657426076,101.2369050006912,-61.958528717607145,1.43854169364949,1.297168140423232,38.52459016393443,122,0,741592065.7426077,BNBUSDT
10,9,1929.2269561139965,71.64128339810506,-70.43004626268834,1.4303317227788455,1.080528275841659,1009,0,120,100,1.0,True,84.54787653544543,11.116130012322746,-82.14141041598751,1.0541964670586401,0.5145108041554893,31.63265306122449,98,0,18454787.65354454,XRPUSDT
10,9,1929.2269561139965,71.64128339810506,-70.43004626268834,1.4303317227788455,1.080528275841659,1009,0,120,100,1.0,True,1994.062266881066,68.2536988880426,-67.26398240786173,1.4606490227644813,1.0738609336762543,42.99065420560748,107,0,209406226.68810663,ADAUSDT
10,9,1929.2269561139965,71.64128339810506,-70.43004626268834,1.4303317227788455,1.080528275841659,1009,0,120,100,1.0,True,14377.535162613669,170.8644927887258,-70.25296605024518,1.7350885631810633,1.4413976165980908,41.0958904109589,73,0,1447753516.2613668,DOGEUSDT
10,9,1929.2269561139965,71.64128339810506,-70.43004626268834,1.4303317227788455,1.080528275841659,1009,0,120,100,1.0,True,1864.3916453469267,75.0288679081675,-70.60712647513148,1.213559021636471,1.0712475110414148,37.5,104,0,196439164.53469267,LINKUSDT
