turbo,pyr1,pyr2,dd,brake,start,end,return_pct,multiple,mdd_pct,liquidated
2.0,1.25,2.0,0.1,0.5,2021-06-14 00:00:00+00:00,2023-06-14 00:00:00+00:00,-33.02163046191027,0.6697836953808973,-73.3498684981309,0
2.0,1.25,2.0,0.1,0.5,2021-12-11 00:00:00+00:00,2023-12-11 00:00:00+00:00,16.364569469656654,1.1636456946965665,-57.0280649021202,0
2.0,1.25,2.0,0.1,0.5,2022-06-09 00:00:00+00:00,2024-06-08 00:00:00+00:00,76.70399427320098,1.7670399427320098,-47.990522082153845,0
2.0,1.25,2.0,0.1,0.5,2022-12-06 00:00:00+00:00,2024-12-05 00:00:00+00:00,464.2611093964471,5.642611093964471,-52.469488652119935,0
2.0,1.25,2.0,0.1,0.5,2023-06-04 00:00:00+00:00,2025-06-03 00:00:00+00:00,373.384947100575,4.73384947100575,-52.46948865212001,0
2.0,1.25,2.0,0.1,0.5,2023-12-01 00:00:00+00:00,2025-11-30 00:00:00+00:00,308.77288377531926,4.087728837753192,-52.469488652120035,0
2.0,1.25,2.0,0.1,0.5,2024-05-29 00:00:00+00:00,2026-05-29 00:00:00+00:00,86.68215849111307,1.8668215849111307,-58.46454382224007,0
2.0,1.25,2.0,0.15,0.35,2018-01-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,53.50079306549122,1.5350079306549123,-52.82600881119011,0
2.0,1.25,2.0,0.15,0.35,2018-06-30 00:00:00+00:00,2020-06-29 00:00:00+00:00,-16.86434146981355,0.8313565853018645,-61.69977847990937,0
2.0,1.25,2.0,0.15,0.35,2018-12-27 00:00:00+00:00,2020-12-26 00:00:00+00:00,-35.426481676269404,0.6457351832373059,-51.83159097489474,0
2.0,1.25,2.0,0.15,0.35,2019-06-25 00:00:00+00:00,2021-06-24 00:00:00+00:00,871.8593987057741,9.71859398705774,-67.58406920228775,0
2.0,1.25,2.0,0.15,0.35,2019-12-22 00:00:00+00:00,2021-12-21 00:00:00+00:00,727.0189975153421,8.270189975153421,-67.58406920228775,0
2.0,1.25,2.0,0.15,0.35,2020-06-19 00:00:00+00:00,2022-06-19 00:00:00+00:00,748.2126586003723,8.482126586003723,-67.58406920228775,0
2.0,1.25,2.0,0.15,0.35,2020-12-16 00:00:00+00:00,2022-12-16 00:00:00+00:00,830.4010910972756,9.304010910972757,-67.58406920228774,0
2.0,1.25,2.0,0.15,0.35,2021-06-14 00:00:00+00:00,2023-06-14 00:00:00+00:00,-26.164107777589752,0.7383589222241025,-61.148676297050606,0
2.0,1.25,2.0,0.15,0.35,2021-12-11 00:00:00+00:00,2023-12-11 00:00:00+00:00,35.46846031972291,1.354684603197229,-49.45222919762535,0
2.0,1.25,2.0,0.15,0.35,2022-06-09 00:00:00+00:00,2024-06-08 00:00:00+00:00,6.592715162824225,1.0659271516282423,-45.16377744611242,0
2.0,1.25,2.0,0.15,0.35,2022-12-06 00:00:00+00:00,2024-12-05 00:00:00+00:00,598.050329787778,6.98050329787778,-43.674599905767344,0
2.0,1.25,2.0,0.15,0.35,2023-06-04 00:00:00+00:00,2025-06-03 00:00:00+00:00,386.6907398814477,4.866907398814477,-43.674599905767344,0
2.0,1.25,2.0,0.15,0.35,2023-12-01 00:00:00+00:00,2025-11-30 00:00:00+00:00,427.86782201633844,5.278678220163385,-43.67459990576729,0
2.0,1.25,2.0,0.15,0.35,2024-05-29 00:00:00+00:00,2026-05-29 00:00:00+00:00,187.19920793523292,2.8719920793523293,-49.92001020912325,0
2.5,1.0,1.5,0.1,0.5,2018-01-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,-20.965546634402532,0.7903445336559747,-73.5000793664219,0
2.5,1.0,1.5,0.1,0.5,2018-06-30 00:00:00+00:00,2020-06-29 00:00:00+00:00,-53.38641998786697,0.46613580012133027,-78.14512102450794,0
2.5,1.0,1.5,0.1,0.5,2018-12-27 00:00:00+00:00,2020-12-26 00:00:00+00:00,-39.76045837615454,0.6023954162384546,-64.43783735344105,0
2.5,1.0,1.5,0.1,0.5,2019-06-25 00:00:00+00:00,2021-06-24 00:00:00+00:00,678.0711328627898,7.780711328627898,-61.81034804081131,0
2.5,1.0,1.5,0.1,0.5,2019-12-22 00:00:00+00:00,2021-12-21 00:00:00+00:00,903.21638872374,10.0321638872374,-61.81034804081129,0
2.5,1.0,1.5,0.1,0.5,2020-06-19 00:00:00+00:00,2022-06-19 00:00:00+00:00,794.1436943542391,8.94143694354239,-61.810348040811306,0
2.5,1.0,1.5,0.1,0.5,2020-12-16 00:00:00+00:00,2022-12-16 00:00:00+00:00,461.01794956347567,5.610179495634757,-64.08623873009321,0
2.5,1.0,1.5,0.1,0.5,2021-06-14 00:00:00+00:00,2023-06-14 00:00:00+00:00,-27.9465019992866,0.720534980007134,-64.08623873009336,0
2.5,1.0,1.5,0.1,0.5,2021-12-11 00:00:00+00:00,2023-12-11 00:00:00+00:00,1.4144110330702064,1.014144110330702,-53.80024355974524,0
2.5,1.0,1.5,0.1,0.5,2022-06-09 00:00:00+00:00,2024-06-08 00:00:00+00:00,-9.739947414791262,0.9026005258520874,-45.13709401813267,0
2.5,1.0,1.5,0.1,0.5,2022-12-06 00:00:00+00:00,2024-12-05 00:00:00+00:00,250.42980486070624,3.5042980486070623,-49.93279364404071,0
2.5,1.0,1.5,0.1,0.5,2023-06-04 00:00:00+00:00,2025-06-03 00:00:00+00:00,149.69674827944505,2.4969674827944504,-49.93279364404095,0
2.5,1.0,1.5,0.1,0.5,2023-12-01 00:00:00+00:00,2025-11-30 00:00:00+00:00,119.35389436894562,2.193538943689456,-49.93279364404082,0
2.5,1.0,1.5,0.1,0.5,2024-05-29 00:00:00+00:00,2026-05-29 00:00:00+00:00,31.889818861931563,1.3188981886193156,-56.904640962987955,0
2.5,1.0,1.5,0.15,0.35,2018-01-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,-32.13495298067015,0.6786504701932985,-67.69218759022482,0
2.5,1.0,1.5,0.15,0.35,2018-06-30 00:00:00+00:00,2020-06-29 00:00:00+00:00,-22.44547632433568,0.7755452367566432,-69.47780959431232,0
2.5,1.0,1.5,0.15,0.35,2018-12-27 00:00:00+00:00,2020-12-26 00:00:00+00:00,-34.71197998371907,0.6528802001628093,-56.00165857387831,0
2.5,1.0,1.5,0.15,0.35,2019-06-25 00:00:00+00:00,2021-06-24 00:00:00+00:00,522.84257755458,6.2284257755458,-56.98459146859083,0
2.5,1.0,1.5,0.15,0.35,2019-12-22 00:00:00+00:00,2021-12-21 00:00:00+00:00,497.14471675368765,5.971447167536876,-56.98459146859083,0
2.5,1.0,1.5,0.15,0.35,2020-06-19 00:00:00+00:00,2022-06-19 00:00:00+00:00,523.7980611782353,6.237980611782354,-56.98459146859083,0
2.5,1.0,1.5,0.15,0.35,2020-12-16 00:00:00+00:00,2022-12-16 00:00:00+00:00,358.59861790535217,4.5859861790535215,-56.98459146859083,0
2.5,1.0,1.5,0.15,0.35,2021-06-14 00:00:00+00:00,2023-06-14 00:00:00+00:00,-37.41246448390421,0.6258753551609579,-54.65335408777974,0
2.5,1.0,1.5,0.15,0.35,2021-12-11 00:00:00+00:00,2023-12-11 00:00:00+00:00,-4.017892470237705,0.959821075297623,-46.956341862804315,0
2.5,1.0,1.5,0.15,0.35,2022-06-09 00:00:00+00:00,2024-06-08 00:00:00+00:00,16.21439194927021,1.1621439194927021,-37.9503993432939,0
2.5,1.0,1.5,0.15,0.35,2022-12-06 00:00:00+00:00,2024-12-05 00:00:00+00:00,166.35829678411463,2.6635829678411462,-41.48107768128657,0
2.5,1.0,1.5,0.15,0.35,2023-06-04 00:00:00+00:00,2025-06-03 00:00:00+00:00,74.67185037468778,1.7467185037468778,-41.48107768128702,0
2.5,1.0,1.5,0.15,0.35,2023-12-01 00:00:00+00:00,2025-11-30 00:00:00+00:00,92.9264471076014,1.929264471076014,-41.48107768128637,0
2.5,1.0,1.5,0.15,0.35,2024-05-29 00:00:00+00:00,2026-05-29 00:00:00+00:00,52.224005418959194,1.522240054189592,-46.10977684441302,0
2.5,1.25,2.0,0.1,0.5,2018-01-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,21.799893989616457,1.2179989398961646,-70.45302826758615,0
2.5,1.25,2.0,0.1,0.5,2018-06-30 00:00:00+00:00,2020-06-29 00:00:00+00:00,-54.05423338029962,0.4594576661970038,-80.55397998902252,0
2.5,1.25,2.0,0.1,0.5,2018-12-27 00:00:00+00:00,2020-12-26 00:00:00+00:00,-41.85335348575821,0.5814664651424178,-67.47469401124684,0
2.5,1.25,2.0,0.1,0.5,2019-06-25 00:00:00+00:00,2021-06-24 00:00:00+00:00,827.0353227732307,9.270353227732308,-76.64706301145145,0
2.5,1.25,2.0,0.1,0.5,2019-12-22 00:00:00+00:00,2021-12-21 00:00:00+00:00,980.1308831992252,10.801308831992252,-76.64706301145144,0
2.5,1.25,2.0,0.1,0.5,2020-06-19 00:00:00+00:00,2022-06-19 00:00:00+00:00,811.3888034515829,9.11388803451583,-76.64706301145145,0
2.5,1.25,2.0,0.1,0.5,2020-12-16 00:00:00+00:00,2022-12-16 00:00:00+00:00,454.4079879452307,5.5440798794523065,-76.64706301145144,0
2.5,1.25,2.0,0.1,0.5,2021-06-14 00:00:00+00:00,2023-06-14 00:00:00+00:00,-37.57162560436258,0.6242837439563742,-73.30064562550753,0
2.5,1.25,2.0,0.1,0.5,2021-12-11 00:00:00+00:00,2023-12-11 00:00:00+00:00,7.365218812032848,1.0736521881203285,-58.360418499892006,0
2.5,1.25,2.0,0.1,0.5,2022-06-09 00:00:00+00:00,2024-06-08 00:00:00+00:00,17.737621394776927,1.1773762139477693,-50.727665932139374,0
2.5,1.25,2.0,0.1,0.5,2022-12-06 00:00:00+00:00,2024-12-05 00:00:00+00:00,305.2139994657316,4.052139994657316,-55.32616149526258,0
2.5,1.25,2.0,0.1,0.5,2023-06-04 00:00:00+00:00,2025-06-03 00:00:00+00:00,229.32074693310955,3.2932074693310955,-55.326161495262724,0
2.5,1.25,2.0,0.1,0.5,2023-12-01 00:00:00+00:00,2025-11-30 00:00:00+00:00,165.10996763275668,2.6510996763275667,-55.32616149526226,0
2.5,1.25,2.0,0.1,0.5,2024-05-29 00:00:00+00:00,2026-05-29 00:00:00+00:00,65.51658645074818,1.6551658645074818,-60.579537526767304,0
2.5,1.25,2.0,0.15,0.35,2018-01-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,32.442826373211275,1.3244282637321128,-57.66094329941828,0
2.5,1.25,2.0,0.15,0.35,2018-06-30 00:00:00+00:00,2020-06-29 00:00:00+00:00,-25.680929251572728,0.7431907074842727,-71.00332589047945,0
2.5,1.25,2.0,0.15,0.35,2018-12-27 00:00:00+00:00,2020-12-26 00:00:00+00:00,-37.76017627491204,0.6223982372508796,-57.8840643044916,0
2.5,1.25,2.0,0.15,0.35,2019-06-25 00:00:00+00:00,2021-06-24 00:00:00+00:00,297.72427567722707,3.9772427567722706,-66.48792550592555,0
2.5,1.25,2.0,0.15,0.35,2019-12-22 00:00:00+00:00,2021-12-21 00:00:00+00:00,443.7178126966603,5.437178126966603,-66.48792550592553,0
2.5,1.25,2.0,0.15,0.35,2020-06-19 00:00:00+00:00,2022-06-19 00:00:00+00:00,306.21752102197456,4.0621752102197455,-66.48792550592553,0
2.5,1.25,2.0,0.15,0.35,2020-12-16 00:00:00+00:00,2022-12-16 00:00:00+00:00,313.64778972971027,4.136477897297103,-66.4879255059255,0
2.5,1.25,2.0,0.15,0.35,2021-06-14 00:00:00+00:00,2023-06-14 00:00:00+00:00,-26.957517738703242,0.7304248226129676,-61.06716028656527,0
2.5,1.25,2.0,0.15,0.35,2021-12-11 00:00:00+00:00,2023-12-11 00:00:00+00:00,-0.3813852353102165,0.9961861476468978,-50.49144288971732,0
2.5,1.25,2.0,0.15,0.35,2022-06-09 00:00:00+00:00,2024-06-08 00:00:00+00:00,-1.2099549812648047,0.987900450187352,-47.5358603294727,0
2.5,1.25,2.0,0.15,0.35,2022-12-06 00:00:00+00:00,2024-12-05 00:00:00+00:00,482.960997136246,5.82960997136246,-46.349579675017594,0
2.5,1.25,2.0,0.15,0.35,2023-06-04 00:00:00+00:00,2025-06-03 00:00:00+00:00,321.5660922762397,4.215660922762397,-46.34957967501708,0
2.5,1.25,2.0,0.15,0.35,2023-12-01 00:00:00+00:00,2025-11-30 00:00:00+00:00,344.1113080880128,4.441113080880128,-46.3495796750173,0
2.5,1.25,2.0,0.15,0.35,2024-05-29 00:00:00+00:00,2026-05-29 00:00:00+00:00,148.58818218453064,2.4858818218453065,-50.53869741735335,0
3.0,1.0,1.5,0.1,0.5,2018-01-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,-2.227801771057858,0.9777219822894214,-71.4060350416455,0
